[0.000000] (-) TimerEvent: {}
[0.003437] (-) JobUnselected: {'identifier': 'linkattacher_msgs'}
[0.003577] (-) JobUnselected: {'identifier': 'ros2_linkattacher'}
[0.003663] (-) JobUnselected: {'identifier': 'xolobot_arm_server'}
[0.003745] (-) JobUnselected: {'identifier': 'xolobot_control'}
[0.003834] (xolobot_arm) JobQueued: {'identifier': 'xolobot_arm', 'dependencies': OrderedDict()}
[0.615556] (xolobot_arm) CommandEnded: {'returncode': 0}
[0.621096] (xolobot_arm) JobProgress: {'identifier': 'xolobot_arm', 'progress': 'install'}
[0.665656] (xolobot_arm) Command: {'cmd': ['/usr/bin/cmake', '--install', '/home/monica/ros2_pelota/build/xolobot_arm'], 'cwd': '/home/monica/ros2_pelota/build/xolobot_arm', 'env': OrderedDict([('LESSOPEN', '| /usr/bin/lesspipe %s'), ('LANGUAGE', 'es:en'), ('USER', 'monica'), ('LC_TIME', 'en_US.UTF-8'), ('ROS_PACKAGE_PATH', '/opt/ros/iron/share'), ('XDG_SESSION_TYPE', 'wayland'), ('SHLVL', '1'), ('LD_LIBRARY_PATH', '/home/monica/ros2_pelota/install/ros2_linkattacher/lib:/home/monica/ros2_pelota/install/linkattacher_msgs/lib:/usr/lib/x86_64-linux-gnu/gazebo-11/plugins:/opt/ros/iron/opt/rviz_ogre_vendor/lib:/opt/ros/iron/lib/x86_64-linux-gnu:/opt/ros/iron/lib:/opt/ros/iron/lib'), ('HOME', '/home/monica'), ('OLDPWD', '/home/monica'), ('DESKTOP_SESSION', 'ubuntu'), ('ROS_PYTHON_VERSION', '3'), ('GNOME_SHELL_SESSION_MODE', 'ubuntu'), ('GTK_MODULES', 'gail:atk-bridge'), ('LC_MONETARY', 'en_US.UTF-8'), ('SYSTEMD_EXEC_PID', '1416'), ('DBUS_SESSION_BUS_ADDRESS', 'unix:path=/run/user/1000/bus'), ('COLORTERM', 'truecolor'), ('IM_CONFIG_PHASE', '1'), ('WAYLAND_DISPLAY', 'wayland-0'), ('COLCON_PREFIX_PATH', '/home/monica/ros2_pelota/install:/home/monica/ros2_ws/install'), ('ROS_DISTRO', 'iron'), ('LOGNAME', 'monica'), ('_', '/usr/bin/colcon'), ('ROS_VERSION', '2'), ('XDG_SESSION_CLASS', 'user'), ('USERNAME', 'monica'), ('TERM', 'xterm-256color'), ('GAZEBO_MODEL_PATH', '/home/monica/ros2_ws/src/xolobot_arm/models'), ('GNOME_DESKTOP_SESSION_ID', 'this-is-deprecated'), ('PATH', '/usr/lib/jvm/java-17-openjdk-amd64/bin:/opt/ros/iron/bin:/home/monica/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin:/home/monica/bin'), ('SESSION_MANAGER', 'local/monica-Lenovo-Ideapad-S145-14IGM:@/tmp/.ICE-unix/1387,unix/monica-Lenovo-Ideapad-S145-14IGM:/tmp/.ICE-unix/1387'), ('PAPERSIZE', 'letter'), ('XDG_MENU_PREFIX', 'gnome-'), ('LC_ADDRESS', 'en_US.UTF-8'), ('GNOME_TERMINAL_SCREEN', '/org/gnome/Terminal/screen/a1514b21_3f80_46a2_9f7e_2b240a348518'), ('GNOME_SETUP_DISPLAY', ':1'), ('XDG_RUNTIME_DIR', '/run/user/1000'), ('DISPLAY', ':0'), ('LANG', 'es_ES.UTF-8'), ('XDG_CURRENT_DESKTOP', 'ubuntu:GNOME'), ('LC_TELEPHONE', 'en_US.UTF-8'), ('XMODIFIERS', '@im=ibus'), ('XDG_SESSION_DESKTOP', 'ubuntu'), ('XAUTHORITY', '/run/user/1000/.mutter-Xwaylandauth.B6TA82'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('GNOME_TERMINAL_SERVICE', ':1.94'), ('SSH_AGENT_LAUNCHER', 'gnome-keyring'), ('SSH_AUTH_SOCK', '/run/user/1000/keyring/ssh'), ('AMENT_PREFIX_PATH', '/home/monica/ros2_pelota/install/xolobot_control:/home/monica/ros2_pelota/install/xolobot_arm_server:/home/monica/ros2_pelota/install/xolobot_arm:/home/monica/ros2_pelota/install/ros2_linkattacher:/home/monica/ros2_pelota/install/linkattacher_msgs:/home/monica/ros2_ws/install/xolobot_control:/home/monica/ros2_ws/install/xolobot_arm_server:/home/monica/ros2_ws/install/xolobot_arm:/opt/ros/iron'), ('SHELL', '/bin/bash'), ('LC_NAME', 'en_US.UTF-8'), ('QT_ACCESSIBILITY', '1'), ('GDMSESSION', 'ubuntu'), ('LESSCLOSE', '/usr/bin/lesspipe %s %s'), ('IGN_GAZEBO_RESOURCE_PATH', '/home/monica/ros2_ws/src/xolobot_arm/models:'), ('LC_MEASUREMENT', 'en_US.UTF-8'), ('LC_IDENTIFICATION', 'en_US.UTF-8'), ('ROS_AUTOMATIC_DISCOVERY_RANGE', 'SUBNET'), ('QT_IM_MODULE', 'ibus'), ('JAVA_HOME', '/usr/lib/jvm/java-17-openjdk-amd64'), ('PWD', '/home/monica/ros2_pelota/build/xolobot_arm'), ('LC_ALL', 'en_US.UTF-8'), ('XDG_CONFIG_DIRS', '/etc/xdg/xdg-ubuntu:/etc/xdg'), ('GAZEBO_PLUGIN_PATH', '/opt/ros/iron/lib:'), ('XDG_DATA_DIRS', '/usr/share/ubuntu:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop'), ('PYTHONPATH', '/home/monica/ros2_pelota/install/linkattacher_msgs/lib/python3.10/site-packages:/opt/ros/iron/lib/python3.10/site-packages'), ('LC_NUMERIC', 'en_US.UTF-8'), ('LC_PAPER', 'en_US.UTF-8'), ('COLCON', '1'), ('VTE_VERSION', '6800'), ('CMAKE_PREFIX_PATH', '/home/monica/ros2_pelota/install/xolobot_control:/home/monica/ros2_pelota/install/xolobot_arm_server:/home/monica/ros2_pelota/install/xolobot_arm:/home/monica/ros2_pelota/install/ros2_linkattacher:/home/monica/ros2_pelota/install/linkattacher_msgs:/home/monica/ros2_ws/install/xolobot_control:/home/monica/ros2_ws/install/xolobot_arm_server:/home/monica/ros2_ws/install/xolobot_arm:/opt/ros/iron')]), 'shell': False}
[0.710548] (-) TimerEvent: {}
[0.714363] (xolobot_arm) StdoutLine: {'line': b'-- Install configuration: ""\n'}
[0.714979] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/launch\n'}
[0.718612] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/launch/xolobot_arm_control.launch.py\n'}
[0.719028] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/worlds\n'}
[0.719324] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/worlds/coca_levitando.world\n'}
[0.722149] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models\n'}
[0.723570] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/xolobot.urdf\n'}
[0.723930] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/model.config\n'}
[0.724231] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/utileria\n'}
[0.725692] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/utileria/objeto.sdf\n'}
[0.726024] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/utileria/model.config\n'}
[0.726319] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/utileria/objeto2.sdf\n'}
[0.729011] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/utileria/soporte.sdf\n'}
[0.729356] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/utileria/soporte2.sdf\n'}
[0.729677] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/textures\n'}
[0.729971] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/textures/metal.material\n'}
[0.733826] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/textures/images\n'}
[0.735840] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/textures/images/metal-rosa.jpg\n'}
[0.736137] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/textures/images/metal-hoyos.jpg\n'}
[0.736446] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/textures/images/blue-metal.jpg\n'}
[0.736758] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/textures/images/rose-gold.jpg\n'}
[0.737051] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/textures/images/piso-metal-barras.jpg\n'}
[0.737341] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/textures/images/piso-metal-blanco.jpg\n'}
[0.742083] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/textures/model.config\n'}
[0.742446] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/textures/xolobot.material\n'}
[0.742791] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/xolobot_arm.sdf\n'}
[0.743088] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes\n'}
[0.743383] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/pulgar_2.dae\n'}
[0.747071] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/antebrazo_mano_izq_2.dae\n'}
[0.747388] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/biceps_juntos.dae\n'}
[0.747714] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/biceps_der.dae\n'}
[0.748010] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/biceps_izq.dae\n'}
[0.748343] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/banda.blend\n'}
[0.754196] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/biceps_juntos_nuevo.dae\n'}
[0.754558] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/antebrazo_mano_izqprueba.dae\n'}
[0.754862] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/antebrazo_mano_izq_bak.dae\n'}
[0.755148] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/mono.dae\n'}
[0.759573] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/hombro_alto.dae\n'}
[0.760313] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/codo_izq_colision.dae\n'}
[0.760644] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/hombro_alto_colision.dae\n'}
[0.760991] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/model.config\n'}
[0.761279] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/alien.dae\n'}
[0.765080] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/antebrazo_mano_izq.dae\n'}
[0.767503] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/codo_izq.dae\n'}
[0.768084] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/biceps_izq_colision.dae\n'}
[0.768379] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/backup\n'}
[0.770960] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/backup/pulgar_2.dae\n'}
[0.771262] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/backup/biceps_juntos.dae\n'}
[0.771578] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/backup/biceps_der.dae\n'}
[0.771874] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/backup/biceps_izq.dae\n'}
[0.772186] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/backup/biceps_juntos_nuevo.dae\n'}
[0.776050] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/backup/hombro_alto.dae\n'}
[0.776441] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/backup/antebrazo_mano_izq.dae\n'}
[0.776747] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/backup/codo_izq.dae\n'}
[0.777034] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/backup/hombro_bajo.dae\n'}
[0.777322] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/backup/dedos\n'}
[0.782112] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/backup/dedos/dedo_indice.blend1\n'}
[0.782474] (xolobot_arm) StdoutLine: {'line': b'-- Up-to-date: /home/monica/ros2_pelota/install/xolobot_arm/share/xolobot_arm/models/meshes/backup/dedos/dedo_cordial_1.dae\n'}
